Year,Rep,Blk,Entry,Treatment,Accession,Name,Main_plot,x,y,salinity_0_6,salinity_6_24,SLA_leaf_area,SLA_leaf_wt,standct_early_row1,standct_early_row2,standct_late_row1,standct_late_row2,plants_m2,X_4_plant_bloom_Julian,flower,height_front,height_back,height,lodging,matu,maturity,survivors_plot,survivor_density,survivor_perc_indian,survivor_perc,testweight_g,seed_200wt_g,seed_ct_200wt,dirty_wt_kg,clean_wt_kg,oil_perc,Comments,Harvest_date
2016,1,12,92,Control,Ames 31788,UGA-SAM1-096,2033,162.5,45,0,0.12,819.11,5.63,24,24,NA,NA,5.180273518,225,71,138,141,139.5,1,287,136,48,NA,NA,53.33333333,203.72,7.881,200,0.82,0.53,46.21465913,,NA
2016,1,12,94,Control,Ames 31790,UGA-SAM1-098,2029,142.5,45,0,0.01,1254.45,7.46,22,28,NA,NA,5.396118248,235,81,200,188,194,1,287,136,50,NA,NA,55.55555556,160.25,8.788,200,1.29,0.7,24.40160983,,NA
2016,1,12,95,Saline,Ames 31791,UGA-SAM1-099,10032,157.5,365,6.31,6.47,646.5,4.74,6,9,NA,NA,1.618835475,226,72,115,73,94,1,272,121,16,1.726757839,106.6666667,17.77777778,176.67,8.196,200,0.33,0.22,36.30801575,,NA
2016,1,13,103,Saline,Ames 31799,UGA-SAM1-107,11031,152.5,400,7.37,7.84,519.2,4.14,8,8,NA,NA,1.726757839,228,74,83,63,73,1,272,121,18,1.942602569,112.5,20,205.42,9.63,200,0.68,0.45,35.2657365,,NA
2016,1,13,112,Saline,Ames 31808,UGA-SAM1-116,12036,177.5,435,8.1,8.47,609.09,4.16,3,3,NA,NA,0.64753419,232,78,100,76,88,9,277,126,6,0.64753419,100,6.666666667,NA,7.647,200,0.02,0.01,NA,,NA
2016,1,13,124,Control,Ames 31820,UGA-SAM1-128,3036,177.5,80,0.11,1.1,1314.91,7.97,19,16,NA,NA,3.777282774,226,72,150,140,145,1,287,136,35,NA,NA,38.88888889,174.25,13.759,200,1.32,0.8,29.45372017,,NA
2016,1,13,128,Control,Ames 31824,UGA-SAM1-132,3031,152.5,80,0,1,1210.7,5.89,22,27,NA,NA,5.288195883,226,72,115,114,114.5,7,287,136,49,NA,NA,54.44444444,149.4,6.443,200,1.71,0.97,37.83922402,,NA
2016,1,13,128,Saline,Ames 31824,UGA-SAM1-132,11036,177.5,400,7.65,7.66,547.61,2.96,10,9,NA,NA,2.050524934,228,74,62,49,55.5,1,272,121,13,1.402990745,68.42105263,14.44444444,151.88,7.153,200,0.31,0.21,35.59544099,,NA
2016,1,13,131,Control,Ames 31827,UGA-SAM1-135,3029,142.5,80,0,0.92,1264.51,8.26,26,24,NA,NA,5.396118248,225,71,125,115,120,2,287,136,50,NA,NA,55.55555556,167.46,11.647,200,0.23,0.15,40.66767951,,NA
2016,1,13,134,Control,Ames 31830,UGA-SAM1-138,4029,142.5,115,0.96,1.81,761.74,4.78,9,16,NA,NA,2.698059124,230,76,130,126,128,1,287,136,25,NA,NA,27.77777778,142.21,8.035,200,1.01,0.63,31.53277686,,NA
2016,1,13,166,Control,Ames 31862,UGA-SAM1-170,4036,177.5,115,1.29,2.02,1906.58,11.2,13,13,NA,NA,2.805981489,230,76,193,190,191.5,3,287,136,26,NA,NA,28.88888889,174.31,12.432,200,1.12,0.75,25.09108265,,NA
2016,1,13,176,Control,Ames 31872,UGA-SAM1-180,3032,157.5,80,0,1.04,1072.12,6.26,24,22,NA,NA,4.964428789,221,67,166,147,156.5,1,287,136,46,NA,NA,51.11111111,NA,NA,200,NA,NA,40.29189506,,NA
2016,1,13,187,Control,Ames 31884,UGA-SAM1-192,4033,162.5,115,1.2,2.01,1238.47,8.48,29,18,NA,NA,5.072351153,221,67,155,136,145.5,2,272,121,47,NA,NA,52.22222222,189.16,7.205,200,0.81,0.51,38.32134293,,NA
2016,1,13,187,Saline,Ames 31884,UGA-SAM1-192,11029,142.5,400,7.27,7.91,387.11,3.01,5,5,NA,NA,1.07922365,232,78,78,96,87,1,287,136,9,0.971301285,90,10,NA,9.63,200,0.08,0.02,NA,,NA
2016,1,13,194,Control,Ames 31891,UGA-SAM1-199,3033,162.5,80,0.02,1.06,941.14,5.19,26,26,NA,NA,5.611962978,226,72,147,145,146,1,287,136,52,NA,NA,57.77777778,209.89,6.965,200,1.14,0.56,42.32379382,,NA
2016,1,13,2,Control,Ames 31695,UGA-SAM1-002,4030,147.5,115,1.03,1.88,1035.49,6.25,20,16,NA,NA,3.885205139,225,71,157,143,150,1,272,121,36,NA,NA,40,143.48,10.912,200,0.69,0.43,32.77597661,,NA
2016,1,13,235,Saline,Ames 31934,UGA-SAM1-242,11032,157.5,400,7.42,7.8,551.19,4.32,10,5,NA,NA,1.618835475,229,75,95,48,71.5,1,287,136,15,1.618835475,100,16.66666667,160.31,8.634,200,0.11,0.06,34.96325578,,NA
2016,1,13,237,Saline,Ames 31936,UGA-SAM1-244,11033,162.5,400,7.48,7.76,495.73,4.43,7,14,NA,NA,2.266369664,228,74,111,90,100.5,1,272,121,20,2.158447299,95.23809524,22.22222222,146.81,11.894,200,0.51,0.26,33.97694524,,NA
2016,1,13,250,Control,Ames 31950,UGA-SAM1-258,3037,182.5,80,0.13,1.1,691.27,3.83,19,24,NA,NA,4.640661694,230,76,152,108,130,1,287,136,43,NA,NA,47.77777778,147.45,9.269,200,1.59,1.03,38.76160579,,NA
2016,1,13,254,Saline,Ames 31954,UGA-SAM1-262,11030,147.5,400,7.32,7.88,618.31,5,10,13,NA,NA,2.482214394,230,76,81,75,78,1,287,136,17,1.834680204,73.91304348,18.88888889,206.34,10.866,200,0.39,0.15,30.53571429,,NA
2016,1,13,257,Saline,Ames 31957,UGA-SAM1-265,12035,172.5,435,8.03,8.49,713.92,5.64,15,4,NA,NA,2.050524934,232,78,132,67,99.5,1,277,126,11,1.187146015,57.89473684,12.22222222,NA,9.395,200,0.07,0.02,NA,,NA
2016,1,13,259,Control,Ames 31959,UGA-SAM1-267,4032,157.5,115,1.15,1.98,1679.82,8.7,21,17,NA,NA,4.101049869,226,72,119,111,115,2,287,136,38,NA,NA,42.22222222,176.14,9.231,200,0.83,0.51,38.47753079,,NA
2016,1,13,276,Control,Ames 31977,UGA-SAM1-285,3034,167.5,80,0.05,1.08,1483.84,11.18,24,17,NA,NA,4.424816964,225,71,236,271,253.5,3,287,136,41,NA,NA,45.55555556,NA,6.133,200,0.05,0.02,NA,,NA
2016,1,13,277,Saline,Ames 31978,UGA-SAM1-286,12033,162.5,435,7.9,8.52,575.75,4.3,5,3,NA,NA,0.86337892,228,74,78,52,65,1,287,136,6,0.64753419,75,6.666666667,155.7,11.662,200,0.11,0.05,35.94771068,,NA
2016,1,13,279,Saline,Ames 31980,UGA-SAM1-288,12031,152.5,435,7.79,8.55,650.68,4.46,4,3,NA,NA,0.755456555,232,78,93,48,70.5,1,287,136,5,0.539611825,71.42857143,5.555555556,155.17,5.672,200,0.06,0.04,27.77872205,,NA
2016,1,13,28,Control,Ames 31722,UGA-SAM1-029,4031,152.5,115,1.1,1.94,918.18,5.71,14,16,NA,NA,3.237670949,227,73,127,130,128.5,2,287,136,30,NA,NA,33.33333333,136.3,17.598,200,0.65,0.39,21.10621583,,NA
2016,1,13,287,Saline,RHA 476,,12029,142.5,435,7.69,8.56,334.76,2.38,5,5,NA,NA,1.07922365,228,74,60,25,42.5,1,277,126,9,0.971301285,90,10,221.45,6.061,200,0.06,0.06,40.26826864,,NA
2016,1,13,38,Saline,Ames 31733,UGA-SAM1-040,11035,172.5,400,7.59,7.69,490.8,3.34,3,9,NA,NA,1.29506838,232,78,63,68,65.5,1,272,121,8,0.86337892,66.66666667,8.888888889,125.75,11.097,200,0.2,0.1,29.81794954,,NA
2016,1,13,42,Saline,Ames 31737,UGA-SAM1-044,12032,157.5,435,7.84,8.54,762.82,6.1,9,8,NA,NA,1.834680204,218,64,69,54,61.5,1,263,112,12,1.29506838,70.58823529,13.33333333,160.87,12.75,200,0.15,0.08,31.68394196,,NA
2016,1,13,43,Saline,Ames 31738,UGA-SAM1-045,11037,182.5,400,7.71,7.63,641.29,5.13,11,10,NA,NA,2.266369664,232,78,99,92,95.5,1,287,136,15,1.618835475,71.42857143,16.66666667,151.79,12.671,200,0.28,0.18,33.26191238,,NA
2016,1,13,44,Control,Ames 31739,UGA-SAM1-046,4034,167.5,115,1.24,2.03,1125.55,7.5,18,18,NA,NA,3.885205139,228,74,135,120,127.5,1,272,121,36,NA,NA,40,142.56,14.653,200,0.9,0.4,25.48736078,,NA
2016,1,13,46,Saline,Ames 31741,UGA-SAM1-048,11034,167.5,400,7.53,7.72,761.15,6.89,10,6,NA,NA,1.726757839,237,83,108,80,94,2,272,121,12,1.29506838,75,13.33333333,137.4,9.453,200,0.26,0.11,25.75387556,,NA
2016,1,13,5,Control,Ames 31698,UGA-SAM1-005,3030,147.5,80,0,0.96,1191.67,8.06,17,16,NA,NA,3.561438044,227,73,158,120,139,9,287,136,33,NA,NA,36.66666667,136.42,13.546,200,0.21,0.16,35.49948261,,NA
2016,1,13,6,Saline,Ames 31699,UGA-SAM1-006,12034,167.5,435,7.97,8.51,542.5,3.28,3,5,NA,NA,0.86337892,232,78,85,58,71.5,1,277,126,7,0.755456555,87.5,7.777777778,136.25,8.655,200,0.32,0.15,35.30319177,,NA
2016,1,13,68,Control,Ames 31763,UGA-SAM1-070,3035,172.5,80,0.08,1.1,953.42,6.35,21,26,NA,NA,5.072351153,221,67,139,123,131,10,287,136,47,NA,NA,52.22222222,155.59,17.402,200,0.82,0.52,25.31175441,,NA
2016,1,13,75,Saline,Ames 31770,UGA-SAM1-077,12030,147.5,435,7.74,8.56,690.2,5.91,8,1,NA,NA,0.971301285,230,76,89,67,78,1,277,126,8,0.86337892,88.88888889,8.888888889,154.11,10.135,200,0.11,0.09,29.4506255,,NA
2016,1,13,89,Control,Ames 31785,UGA-SAM1-093,4035,172.5,115,1.27,2.03,990.8,5.61,13,24,NA,NA,3.993127504,209,55,169,105,137,1,272,121,37,NA,NA,41.11111111,151.78,12.352,200,0.82,0.51,24.93351381,,NA
2016,1,14,106,Saline,Ames 31802,UGA-SAM1-110,14034,167.5,505,7.83,8.83,881.98,7.33,9,6,NA,NA,1.618835475,229,75,73,80,76.5,NA,277,126,15,1.618835475,100,16.66666667,148.24,18.295,200,1.29,0.16,27.48160935,,NA
2016,1,14,11,Saline,Ames 31705,UGA-SAM1-012,13036,177.5,470,7.77,8.92,394.14,2.99,7,8,NA,NA,1.618835475,211,57,70,44,57,NA,287,136,7,0.755456555,46.66666667,7.777777778,185.54,10.31,200,0.1,0.08,30.48197899,,NA
2016,1,14,119,Saline,Ames 31815,UGA-SAM1-123,13035,172.5,470,7.72,8.89,552.97,4.51,8,3,NA,NA,1.187146015,230,76,123,84,103.5,NA,277,126,11,1.187146015,100,12.22222222,159.38,10.573,200,0.28,0.19,29.4424236,,NA
2016,1,14,124,Saline,Ames 31820,UGA-SAM1-128,14036,177.5,505,7.87,8.95,877.06,7.09,6,4,NA,NA,1.07922365,230,76,107,119,113,NA,277,126,10,1.07922365,100,11.11111111,141.47,19.542,200,0.58,0.39,22.95327598,,NA
2016,1,14,130,Control,Ames 31826,UGA-SAM1-134,5030,147.5,150,2.06,2.81,1220.98,7.42,12,9,NA,NA,2.266369664,227,73,122,116,119,1,287,136,21,NA,NA,23.33333333,157.93,22.526,200,0.86,0.54,24.55241742,,NA
2016,1,14,132,Control,Ames 31828,UGA-SAM1-136,5029,142.5,150,1.94,2.68,1307.1,7.44,23,26,NA,NA,5.288195883,228,74,140,134,137,1,287,136,49,NA,NA,54.44444444,198.03,4.547,200,1.14,0.41,35.2107198,,NA
2016,1,14,140,Saline,Ames 31836,UGA-SAM1-144,13030,147.5,470,7.57,8.6,525.31,4.78,20,12,NA,NA,3.453515679,227,73,80,67,73.5,NA,272,121,33,3.561438044,103.125,36.66666667,207.54,6.433,200,0.42,0.21,37.60193632,,NA
2016,1,14,143,Saline,Ames 31839,UGA-SAM1-147,13029,142.5,470,7.56,8.51,1113.4,9.91,8,8,NA,NA,1.726757839,228,74,103,76,89.5,NA,272,121,8,0.86337892,50,8.888888889,132.75,19.284,200,0.31,0.18,21.91992793,,NA
2016,1,14,151,Control,Ames 31847,UGA-SAM1-155,6036,177.5,185,2.45,2.85,1092.18,6.68,3,9,NA,NA,1.29506838,228,74,107,97,102,1,272,121,12,NA,NA,13.33333333,155.45,11.291,200,0.25,0.17,38.57962545,,NA
2016,1,14,160,Control,Ames 31856,UGA-SAM1-164,5031,152.5,150,2.16,2.92,1106.4,5.89,20,21,NA,NA,4.424816964,225,71,137,131,134,1,287,136,41,NA,NA,45.55555556,192.88,5.599,200,1.25,0.62,41.13832006,,NA
2016,1,14,175,Control,Ames 31871,UGA-SAM1-179,5036,177.5,150,2.3,2.89,1042.16,5.95,23,19,NA,NA,4.532739329,228,74,120,116,118,1,272,121,42,NA,NA,46.66666667,177.89,7.476,200,0.69,0.34,33.1803532,,NA
2016,1,14,19,Control,Ames 31713,UGA-SAM1-020,5033,162.5,150,2.3,3.04,1418.67,8.5,21,11,NA,NA,3.453515679,225,71,112,125,118.5,2,287,136,32,NA,NA,35.55555556,171.4,9.057,200,1.12,0.69,41.07786031,,NA
2016,1,14,19,Saline,Ames 31713,UGA-SAM1-020,13032,157.5,470,7.6,8.76,561.81,4.79,6,5,NA,NA,1.187146015,228,74,74,72,73,NA,263,112,9,0.971301285,81.81818182,10,NA,11.602,200,0.12,0.03,30.84456496,,NA
2016,1,14,198,Control,Ames 31896,UGA-SAM1-204,6035,172.5,185,2.48,2.97,960.39,5.62,17,19,NA,NA,3.885205139,228,74,108,122,115,1,287,136,36,NA,NA,40,174.04,4.897,200,0.66,0.21,32.35363279,,NA
2016,1,14,2,Saline,Ames 31695,UGA-SAM1-002,14032,157.5,505,7.8,8.65,902.21,6.31,5,11,NA,NA,1.726757839,227,73,114,115,114.5,NA,287,136,16,1.726757839,100,17.77777778,152.51,11.513,200,0.52,0.38,33.98761922,,NA
2016,1,14,22,Control,Ames 31716,UGA-SAM1-023,6033,162.5,185,2.48,3.1,853.9,4.89,18,20,NA,NA,4.101049869,229,75,111,106,108.5,4,287,136,38,NA,NA,42.22222222,202.3,6.73,200,0.31,0.13,38.99928121,,NA
2016,1,14,233,Saline,Ames 31932,UGA-SAM1-240,14029,142.5,505,7.81,8.31,556.36,4.3,14,8,NA,NA,2.374292029,230,76,89,97,93,NA,277,126,20,2.158447299,90.90909091,22.22222222,133.8,15.546,200,0.57,0.27,19.37564705,,NA
2016,1,14,239,Saline,Ames 31938,UGA-SAM1-246,13037,182.5,470,7.82,8.94,639.46,5.37,14,11,NA,NA,2.698059124,221,67,93,63,78,NA,272,121,28,3.021826219,112,31.11111111,174.6,12.12,200,0.61,0.33,37.08871548,,NA
2016,1,14,249,Control,Ames 31949,UGA-SAM1-257,5032,157.5,150,2.24,3,1198.99,8.85,26,24,NA,NA,5.396118248,228,74,151,157,154,1,287,136,50,NA,NA,55.55555556,172.53,8.791,200,1.65,1.15,34.94954349,,NA
2016,1,14,249,Saline,Ames 31949,UGA-SAM1-257,14031,152.5,505,7.81,8.55,692.51,6.05,10,18,NA,NA,3.021826219,226,72,56,100,78,NA,272,121,24,2.590136759,85.71428571,26.66666667,159.03,11.855,200,1.29,0.89,29.5686608,,NA
2016,1,14,255,Control,Ames 31955,UGA-SAM1-263,6034,167.5,185,2.49,3.05,880.56,5.27,16,19,NA,NA,3.777282774,228,74,124,110,117,1,272,121,35,NA,NA,38.88888889,167.35,8.349,200,0.81,0.54,37.75092788,,NA
2016,1,14,269,Saline,Ames 31969,UGA-SAM1-277,13031,152.5,470,7.59,8.69,370.95,2.75,7,4,NA,NA,1.187146015,218,64,70,67,68.5,NA,277,126,8,0.86337892,72.72727273,8.888888889,225.53,12.073,200,0.12,0.101,NA,,NA
2016,1,14,277,Control,Ames 31978,UGA-SAM1-286,5035,172.5,150,2.32,2.98,887.76,5.69,8,11,NA,NA,2.050524934,228,74,106,115,110.5,1,287,136,19,NA,NA,21.11111111,144.54,9.463,200,0.31,0.15,39.26935134,,NA
2016,1,14,282,Control,HA 451,,6032,157.5,185,2.43,3.09,1122.74,6.33,21,22,NA,NA,4.640661694,228,74,120,14,67,4,287,136,43,NA,NA,47.77777778,173.18,8.02,200,0.98,0.65,39.10921766,,NA
2016,1,14,44,Saline,Ames 31739,UGA-SAM1-046,13034,167.5,470,7.67,8.86,388.43,3.15,3,6,NA,NA,0.971301285,235,81,55,61,58,NA,277,126,5,0.539611825,55.55555556,5.555555556,128.56,13.4,200,0.05,0.04,22.7321926,,NA
2016,1,14,45,Saline,Ames 31740,UGA-SAM1-047,14035,172.5,505,7.85,8.89,732.23,6.23,7,2,NA,NA,0.971301285,228,74,75,109,92,NA,277,126,12,1.29506838,NA,13.33333333,140.84,13.975,200,0.49,0.33,32.12388675,,NA
2016,1,14,68,Saline,Ames 31763,UGA-SAM1-070,14030,147.5,505,7.81,8.43,729.92,5.33,12,8,NA,NA,2.158447299,221,67,73,73,73,NA,272,121,20,2.158447299,100,22.22222222,139.16,22.054,200,0.55,0.35,20.63709485,,NA
2016,1,14,73,Saline,Ames 31768,UGA-SAM1-075,14033,162.5,505,7.81,8.75,482.66,4,6,4,NA,NA,1.07922365,NA,NA,92,131,111.5,NA,277,126,2,0.21584473,20,2.222222222,NA,NA,200,0.005,0,NA,,NA
2016,1,14,77,Saline,Ames 31772,UGA-SAM1-079,13033,162.5,470,7.63,8.82,512.33,4.6,8,1,NA,NA,0.971301285,235,81,83,95,89,NA,272,121,7,0.755456555,77.77777778,7.777777778,NA,10.978,200,0.093,0.033,NA,,NA
2016,1,14,79,Control,Ames 31774,UGA-SAM1-081,6029,142.5,185,2.16,2.86,822.29,4.57,18,18,NA,NA,3.885205139,221,67,141,122,131.5,1,272,121,36,NA,NA,40,196.34,5.373,200,0.56,0.23,40.34963541,,NA
2016,1,14,86,Control,Ames 31781,UGA-SAM1-089,6030,147.5,185,2.27,2.97,1594.55,10.99,11,13,NA,NA,2.590136759,227,73,166,112,139,1,287,136,24,NA,NA,26.66666667,158.6,20.288,200,1.5,0.91,22.96462647,,NA
2016,1,14,86,Control,Ames 31781,UGA-SAM1-089,6030,152.5,185,2.36,3.04,1594.55,10.99,11,13,NA,NA,2.590136759,227,73,166,112,139,1,287,136,24,NA,NA,26.66666667,158.6,20.288,200,1.5,0.91,22.96462647,,NA
2016,1,14,95,Control,Ames 31791,UGA-SAM1-099,5034,167.5,150,2.32,3.03,660.71,4.3,6,6,NA,NA,1.29506838,221,67,115,77,96,1,287,136,12,NA,NA,13.33333333,165.27,7.941,200,0.12,0.06,34.09477456,,NA
2016,1,14,98,Control,Ames 31794,UGA-SAM1-102,5037,182.5,150,2.27,2.79,776.25,4.62,18,22,NA,NA,4.316894599,228,74,152,127,139.5,1,287,136,40,NA,NA,44.44444444,186.29,8.813,200,1.09,0.7,36.92301526,,NA
2016,1,15,101,Control,Ames 31797,UGA-SAM1-105,7030,147.5,220,1.89,2.56,911.64,6.52,13,20,NA,NA,3.561438044,229,75,141,130,135.5,3,287,136,33,NA,NA,36.66666667,187.21,9.08,200,0.84,0.59,43.63607308,,NA
2016,1,15,107,Saline,Ames 31803,UGA-SAM1-111,16032,157.5,575,9.39,8.61,290.68,2.35,4,7,NA,NA,1.187146015,242,88,52,87,69.5,NA,287,136,6,0.64753419,54.54545455,6.666666667,NA,16.209,200,0.07,0.03,16.47002854,,NA
2016,1,15,114,Control,Ames 31810,UGA-SAM1-118,8034,167.5,255,2.22,2.5,893.52,5.63,10,7,NA,NA,1.834680204,235,81,62,42,52,1,287,136,17,NA,NA,18.88888889,169.95,7.018,200,0.22,0.1,40.95426057,,NA
2016,1,15,137,Control,Ames 31833,UGA-SAM1-141,8029,142.5,255,2.12,2.81,793.24,4.79,25,29,NA,NA,5.827807708,227,73,90,134,112,4,287,136,54,NA,NA,60,183.89,9.107,200,0.17,0.11,39.00168256,,NA
2016,1,15,139,Control,Ames 31835,UGA-SAM1-143,8035,172.5,255,2.21,2.41,1174.81,7.86,21,20,NA,NA,4.424816964,228,74,124,131,127.5,1,287,136,41,NA,NA,45.55555556,147.77,8.47,200,0.8,0.42,32.83012812,,NA
2016,1,15,141,Saline,Ames 31837,UGA-SAM1-145,16035,172.5,575,9.37,8.86,424.43,3.36,8,3,NA,NA,1.187146015,230,76,82,66,74,NA,277,126,14,1.51091311,NA,15.55555556,144.26,13.491,200,0.13,0.09,28.69841943,,NA
2016,1,15,146,Saline,Ames 31842,UGA-SAM1-150,15031,152.5,540,8.66,8.38,321.49,2.48,9,5,NA,NA,1.51091311,246,92,31,65,48,NA,287,136,9,0.971301285,64.28571429,10,NA,4.139,200,0.03,0.01,NA,,NA
2016,1,15,147,Saline,Ames 31843,UGA-SAM1-151,15034,167.5,540,8.67,8.69,387.3,3.25,4,5,NA,NA,0.971301285,235,81,75,57,66,NA,272,121,9,0.971301285,100,10,NA,5.964,200,0.04,0.02,NA,,NA
2016,1,15,167,Control,Ames 31863,UGA-SAM1-171,7032,157.5,220,1.98,2.49,1026.49,6.49,24,17,NA,NA,4.424816964,225,71,142,155,148.5,5,287,136,41,NA,NA,45.55555556,186.54,6.05,200,0.7,0.27,37.47091015,,NA
2016,1,15,18,Saline,Ames 31712,UGA-SAM1-019,16033,162.5,575,9.39,8.69,55.47,0.52,1,2,NA,NA,0.323767095,239,85,45,25,35,NA,287,136,3,0.323767095,100,3.333333333,NA,4.456,100,0.019,0.006,NA,100 seed count,NA
2016,1,15,182,Control,Ames 31878,UGA-SAM1-186,8036,177.5,255,2.2,2.31,1019.82,5.23,13,13,NA,NA,2.805981489,228,74,109,87,98,3,287,136,26,NA,NA,28.88888889,198.58,6.098,200,0.79,0.3,42.91470141,,NA
2016,1,15,212,Saline,Ames 31910,UGA-SAM1-218,16034,167.5,575,9.38,8.78,137.13,1.13,4,3,NA,NA,0.755456555,239,85,37,43,40,NA,272,121,6,0.64753419,85.71428571,6.666666667,NA,6.205,200,0.044,0.021,NA,,NA
2016,1,15,226,Control,Ames 31924,UGA-SAM1-232,8030,147.5,255,2.16,2.77,819.27,5.11,20,7,NA,NA,2.913903854,228,74,88,88,88,3,287,136,27,NA,NA,30,195,6.321,200,0.66,0.26,39.43058034,,NA
2016,1,15,229,Saline,Ames 31927,UGA-SAM1-235,15030,147.5,540,8.65,8.26,498.27,4,8,2,NA,NA,1.07922365,235,81,60,66,63,NA,287,136,8,0.86337892,80,8.888888889,97.79,14.771,200,0.12,0.03,13.87582339,,NA
2016,1,15,231,Control,Ames 31930,UGA-SAM1-238,8032,157.5,255,2.2,2.66,967.36,5.45,19,17,NA,NA,3.885205139,221,67,122,133,127.5,1,272,121,36,NA,NA,40,189.28,5.381,200,1.39,0.69,37.36933103,,NA
2016,1,15,235,Control,Ames 31934,UGA-SAM1-242,7036,177.5,220,2.01,2.16,716.94,4.92,28,16,NA,NA,4.748584059,227,73,155,129,142,1,272,121,44,NA,NA,48.88888889,185.29,7.439,200,1.06,0.74,40.86760294,,NA
