"Year","Rep","Blk","Treatment","Name","x","y","salinity_0_6","salinity_6_24","salt_avg","oil_perc"
"2017","2s","14s","Saline","SAM273",612.5,395,9.64,7.75,8.7,21.05341721
"2017","2c","14c","Control","SAM213",442.5,220,3.05,3.62,3.34,38.55636054
"2017","2c","14c","Control","SAM100",447.5,220,3.11,3.47,3.29,42.25098962
"2017","2c","14c","Control","SAM019",452.5,220,3.14,3.28,3.21,39.08312828
"2017","2s","14s","Saline","SAM216",632.5,395,10.11,8.07,9.09,32.49839846
"2017","2c","15c","Control","SAM172",457.5,80,2.58,3.4,2.99,28.53752405
"2017","2c","15c","Control","SAM248",457.5,115,2.87,3.6,3.24,23.78337962
"2017","2c","15c","Control","SAM016",467.5,115,3.12,4.12,3.62,36.54265555
"2017","2c","15c","Control","SAM178",472.5,115,3.24,4.35,3.8,40.56541257
"2017","2c","15c","Control","SAM150",477.5,115,3.32,4.5,3.91,29.14249147
"2017","2c","15c","Control","SAM122",482.5,115,3.39,4.57,3.98,38.54945524
"2017","2c","15c","Control","SAM032",487.5,115,3.45,4.55,4,34.83623173
"2017","2c","15c","Control","SAM174",492.5,115,3.52,4.47,4,38.51646003
"2017","2c","15c","Control","SAM023",462.5,80,2.73,3.65,3.19,37.57543334
"2017","2c","15c","Control","SAM141",467.5,80,2.87,3.89,3.38,39.98501231
"2017","2c","15c","Control","SAM051",472.5,80,3,4.09,3.54,32.93527024
"2017","2c","15c","Control","SAM217",477.5,80,3.09,4.23,3.66,33.72597181
"2017","2c","15c","Control","SAM219",487.5,80,3.17,4.27,3.72,26.31921477
"2017","2c","15c","Control","SAM035",492.5,80,3.21,4.21,3.71,32.47432606
"2017","2c","15c","Control","SAM040",497.5,80,3.2,4.13,3.66,32.29559075
"2017","2c","16c","Control","SAM269",457.5,185,2.57,2.87,2.72,35.37977384
"2017","2c","16c","Control","SAM096",462.5,185,2.5,2.67,2.58,42.55105314
"2017","2c","16c","Control","SAM024",467.5,185,2.48,2.51,2.5,37.61538462
"2017","2c","16c","Control","SAM253",477.5,185,2.55,2.3,2.42,24.01409955
"2017","2c","16c","Control","SAM075",482.5,185,2.61,2.28,2.44,20.48414556
"2017","2c","16c","Control","SAM136",492.5,185,2.82,2.36,2.59,35.92315902
"2017","2c","16c","Control","SAM058",472.5,150,2.46,2.82,2.64,38.3649213
"2017","2c","16c","Control","SAM220",477.5,150,2.48,2.78,2.63,29.15980759
"2017","2c","16c","Control","SAM221",482.5,150,2.58,2.79,2.68,33.7908916
"2017","2c","16c","Control","SAM157",487.5,150,2.72,2.84,2.78,34.04573627
"2017","2c","16c","Control","SAM098",492.5,150,2.88,2.91,2.9,32.43727981
"2017","2c","16c","Control","SAM006",497.5,150,3.03,2.99,3.01,28.17783945
"2017","2s","16s","Saline","SAM014",677.5,465,13.34,8.98,11.16,33.7116041
"2017","2c","17c","Control","SAM156",457.5,220,3.16,3.1,3.13,33.80408076
"2017","2c","17c","Control","SAM224",457.5,255,3.55,3.54,3.54,43.14844501
"2017","2c","17c","Control","SAM250",462.5,255,3.53,3.29,3.41,41.87546806
"2017","2c","17c","Control","SAM044",467.5,255,3.54,3.05,3.3,33.00865107
"2017","2c","17c","Control","SAM103",472.5,255,3.58,2.84,3.21,33.67909411
"2017","2c","17c","Control","SAM218",477.5,255,3.64,2.68,3.16,36.50698816
"2017","2c","17c","Control","SAM020",482.5,255,3.71,2.56,3.13,37.80672718
"2017","2c","17c","Control","SAM130",487.5,255,3.79,2.46,3.12,35.55662188
"2017","2c","17c","Control","SAM068",492.5,255,3.87,2.41,3.14,28.26327551
"2017","2c","17c","Control","SAM072",467.5,220,3.18,2.71,2.95,30.86538462
"2017","2c","17c","Control","SAM112",472.5,220,3.21,2.56,2.88,27.36538462
"2017","2c","17c","Control","SAM238",477.5,220,3.25,2.44,2.84,35.72100481
"2017","2c","17c","Control","SAM189",482.5,220,3.31,2.37,2.84,36.37520043
"2017","2c","17c","Control","SAM047",487.5,220,3.38,2.33,2.86,37.97070459
"2017","2c","17c","Control","SAM212",492.5,220,3.44,2.32,2.88,29.84336708
"2017","2c","17c","Control","SAM045",497.5,220,3.51,2.34,2.92,38.57418112
"2017","2c","2c","Control","SAM202",277.5,80,4.57,3.9,4.24,37.7245509
"2017","2c","2c","Control","SAM187",277.5,115,5.09,5.87,5.48,24.4236126
"2017","2c","2c","Control","SAM116",282.5,115,5.32,6.13,5.72,28.15674582
"2017","2c","2c","Control","SAM049",287.5,115,5.51,6.31,5.91,43.9776
"2017","2c","2c","Control","SAM230",292.5,115,5.7,6.43,6.06,33.456
"2017","2c","2c","Control","SAM091",297.5,115,5.85,6.48,6.16,30.25679435
"2017","2c","2c","Control","SAM037",302.5,115,5.92,6.46,6.19,34.585783
"2017","2c","2c","Control","SAM208",307.5,115,5.93,6.38,6.15,36.0057717
"2017","2c","2c","Control","SAM194",312.5,115,5.88,6.24,6.06,36.44047873
"2017","2c","2c","Control","SAM281",282.5,80,4.88,4.06,4.47,26.16334789
"2017","2c","2c","Control","SAM082",287.5,80,5.15,4.18,4.66,40.38746378
"2017","2c","2c","Control","SAM229",292.5,80,5.4,4.26,4.83,35.52074423
"2017","2s","2s","Saline","SAM244",292.5,465,13.2,8.42,10.81,36.63403214
"2017","2c","2c","Control","SAM234",297.5,80,5.58,4.32,4.95,27.96659171
"2017","2c","2c","Control","SAM022",302.5,80,5.69,4.36,5.03,40.09519735
"2017","2c","2c","Control","SAM071",307.5,80,5.73,4.34,5.04,34.26640927
"2017","2c","2c","Control","SAM152",312.5,80,5.7,4.3,5,37.75651988
"2017","2c","2c","Control","SAM241",317.5,80,5.61,4.29,4.95,34.52185938
"2017","2c","3c","Control","SAM055",277.5,150,4.35,6.24,5.3,39.90375361
"2017","2s","3s","Saline","SAM260",322.5,325,5.28,4.1,4.69,26.66276347
"2017","2s","3s","Saline","SAM125",322.5,360,8.23,6.7,7.46,35.83866837
"2017","2c","3c","Control","SAM201",282.5,185,3.28,4.24,3.76,29.34531451
"2017","2s","3s","Saline","SAM019",327.5,360,8.12,6.8,7.46,37.48717401
"2017","2c","3c","Control","SAM039",287.5,185,3.26,4.38,3.82,39.63576159
"2017","2s","3s","Saline","SAM247",332.5,360,8.02,6.92,7.47,32.00555318
"2017","2c","3c","Control","SAM252",292.5,185,3.23,4.54,3.88,40.44090958
"2017","2s","3s","Saline","SAM117",337.5,360,7.94,7.05,7.5,31.67533708
"2017","2c","3c","Control","SAM143",297.5,185,3.15,4.65,3.9,38.11538462
"2017","2s","3s","Saline","SAM138",342.5,360,7.89,7.17,7.53,37.47679505
"2017","2c","3c","Control","SAM193",302.5,185,3.04,4.72,3.88,43.37210543
"2017","2s","3s","Saline","SAM123",347.5,360,7.87,7.27,7.57,32.68188607
"2017","2c","3c","Control","SAM265",307.5,185,2.9,4.76,3.83,38.18648417
"2017","2c","3c","Control","SAM123",312.5,185,2.78,4.77,3.77,37.97326203
"2017","2s","3s","Saline","SAM271",357.5,360,7.9,7.45,7.68,33.69727311
"2017","2c","3c","Control","SAM076",282.5,150,4.38,6.26,5.32,22.42054575
"2017","2s","3s","Saline","SAM139",327.5,325,5.12,4.26,4.69,37.80076792
"2017","2c","3c","Control","SAM115",287.5,150,4.4,6.29,5.35,41.25
"2017","2s","3s","Saline","SAM068",332.5,325,4.97,4.43,4.7,24.96385286
"2017","2c","3c","Control","SAM028",292.5,150,4.38,6.24,5.31,25.52597819
"2017","2c","3c","Control","SAM120",297.5,150,4.34,6.21,5.28,41.97624652
"2017","2s","3s","Saline","SAM226",342.5,325,4.78,4.76,4.77,28.79117365
"2017","2s","3s","Saline","SAM228",347.5,325,4.79,4.87,4.83,31.95714743
"2017","2c","3c","Control","SAM033",307.5,150,4.28,6.06,5.17,37.21826115
"2017","2c","3c","Control","SAM004",312.5,150,4.24,5.95,5.1,39.98831031
"2017","2s","3s","Saline","SAM098",357.5,325,4.98,5.02,5,27.42045334
"2017","2c","3c","Control","SAM104",317.5,150,4.17,5.76,4.96,39.9657754
"2017","2s","3s","Saline","SAM114",362.5,325,5.16,5.09,5.12,33.31168831
"2017","2c","4c","Control","SAM013",277.5,220,1.58,2.21,1.9,40.27985473
"2017","2s","4s","Saline","SAM037",322.5,395,11.04,8.71,9.88,29.53634619
"2017","2s","4s","Saline","SAM087",322.5,430,12.86,8.81,10.84,35.35953979
"2017","2c","4c","Control","SAM107",282.5,255,1.13,1.74,1.44,35.37294294
"2017","2s","4s","Saline","SAM231",327.5,430,13.02,9.13,11.07,33.72251142
"2017","2c","4c","Control","SAM153",292.5,255,1.32,1.75,1.54,35.01282874
"2017","2c","4c","Control","SAM080",297.5,255,1.43,1.79,1.61,38.47394276
"2017","2c","4c","Control","SAM263",302.5,255,1.57,1.87,1.72,35.31109686
"2017","2s","4s","Saline","SAM174",347.5,430,13.44,9.9,11.67,35.07402279
"2017","2c","4c","Control","SAM135",307.5,255,1.73,1.96,1.84,42.4639076
"2017","2s","4s","Saline","SAM275",352.5,430,13.44,9.91,11.68,34.41091801
"2017","2c","4c","Control","SAM184",312.5,255,1.85,2.08,1.97,33.51790486
"2017","2c","4c","Control","SAM149",282.5,220,1.6,2.27,1.94,36.97957874
"2017","2c","4c","Control","SAM287",287.5,220,1.63,2.34,1.98,41.0821256
"2017","2c","4c","Control","SAM183",297.5,220,1.69,2.55,2.12,32.60758142
"2017","2s","4s","Saline","SAM110",342.5,395,11.29,9.73,10.51,25.45251039
"2017","2c","4c","Control","SAM179",302.5,220,1.74,2.69,2.21,41.57028327
"2017","2c","4c","Control","SAM249",307.5,220,1.8,2.85,2.33,41.93455245
"2017","2s","4s","Saline","SAM215",352.5,395,11.37,9.71,10.54,37.34328358
"2017","2c","4c","Control","SAM057",312.5,220,1.86,3.02,2.44,41.76061611
"2017","2c","4c","Control","SAM276",317.5,220,1.91,3.17,2.54,43.89868548
"2017","2c","5c","Control","SAM261",322.5,80,5.49,4.31,4.9,38.45061399
"2017","2s","5s","Saline","SAM248",367.5,325,5.35,5.15,5.25,20.83715474
"2017","2c","5c","Control","SAM223",322.5,115,5.69,5.9,5.8,34.18001281
"2017","2s","5s","Saline","SAM210",367.5,360,7.97,7.6,7.78,35.26962093
"2017","2c","5c","Control","SAM211",327.5,115,5.57,5.71,5.64,37.52486897
"2017","2s","5s","Saline","SAM042",372.5,360,8.01,7.65,7.83,38.251442
"2017","2c","5c","Control","SAM271",332.5,115,5.44,5.52,5.48,35.40557871
"2017","2c","5c","Control","SAM011",337.5,115,5.29,5.33,5.31,36.79845709
"2017","2c","5c","Control","SAM066",342.5,115,5.11,5.13,5.12,38.5191917
"2017","2s","5s","Saline","SAM130",387.5,360,8.09,7.65,7.87,34.16809056
"2017","2c","5c","Control","SAM005",347.5,115,4.91,4.92,4.92,37.69140416
"2017","2s","5s","Saline","SAM189",397.5,360,8.21,7.46,7.84,37.90334652
"2017","2c","5c","Control","SAM257",357.5,115,4.45,4.48,4.46,33.45474022
"2017","2s","5s","Saline","SAM190",402.5,360,8.29,7.33,7.81,35.0976
"2017","2c","5c","Control","SAM195",327.5,80,5.34,4.32,4.83,34.96361301
"2017","2s","5s","Saline","SAM176",372.5,325,5.53,5.22,5.38,35.47115385
"2017","2c","5c","Control","SAM151",332.5,80,5.19,4.32,4.76,35.48576931
"2017","2s","5s","Saline","SAM088",377.5,325,5.69,5.28,5.48,31.49280767
"2017","2c","5c","Control","SAM256",337.5,80,5.02,4.31,4.66,41.27979386
"2017","2s","5s","Saline","SAM243",382.5,325,5.82,5.34,5.58,30.60538117
"2017","2c","5c","Control","SAM168",342.5,80,4.83,4.24,4.54,37.22079589
"2017","2s","5s","Saline","SAM050",387.5,325,5.94,5.39,5.66,39.73189489
"2017","2c","5c","Control","SAM154",347.5,80,4.62,4.11,4.36,42.9464572
"2017","2s","5s","Saline","SAM104",392.5,325,6.03,5.44,5.74,37.43430891
"2017","2c","5c","Control","SAM001",352.5,80,4.39,3.95,4.17,43.64893845
"2017","2c","5c","Control","SAM162",357.5,80,4.15,3.77,3.96,35.3371869
"2017","2s","5s","Saline","SAM164",402.5,325,6.13,5.53,5.83,39.15172855
"2017","2c","5c","Control","SAM254",362.5,80,3.9,3.57,3.73,28.373436
"2017","2s","5s","Saline","SAM038",407.5,325,6.18,5.55,5.86,38.16869788
"2017","2c","6c","Control","SAM121",322.5,150,4.07,5.5,4.78,35.47725817
"2017","2c","6c","Control","SAM198",322.5,185,2.53,4.58,3.55,40.05129849
"2017","2s","6s","Saline","SAM258",367.5,430,13.3,9.7,11.5,30.98124867
"2017","2c","6c","Control","SAM245",332.5,185,2.33,4.1,3.21,34.76134418
"2017","2c","6c","Control","SAM173",337.5,185,2.28,3.85,3.06,44.05668449
"2017","2c","6c","Control","SAM090",342.5,185,2.26,3.66,2.96,35.02557545
"2017","2c","6c","Control","SAM268",347.5,185,2.28,3.51,2.89,25.28822589
"2017","2s","6s","Saline","SAM122",392.5,430,12.63,9.15,10.89,37.28009383
"2017","2c","6c","Control","SAM036",352.5,185,2.34,3.4,2.87,38.00256492
"2017","2c","6c","Control","SAM060",357.5,185,2.44,3.31,2.88,34.16408834
"2017","2c","6c","Control","SAM092",327.5,150,3.97,5.28,4.62,24.55245428
"2017","2s","6s","Saline","SAM004",372.5,395,11.35,9.22,10.29,37.41165234
"2017","2c","6c","Control","SAM050",332.5,150,3.85,5.06,4.46,41.23880597
"2017","2c","6c","Control","SAM286",337.5,150,3.74,4.88,4.31,45.98800471
"2017","2s","6s","Saline","SAM282",382.5,395,11.22,8.92,10.07,36.83082827
"2017","2c","6c","Control","SAM227",342.5,150,3.66,4.71,4.19,32.79718039
"2017","2s","6s","Saline","SAM051",392.5,395,11.04,8.58,9.81,34.35107177
"2017","2c","6c","Control","SAM228",357.5,150,3.62,4.32,3.97,32.21012172
"2017","2c","6c","Control","SAM239",362.5,150,3.64,4.24,3.94,37.7385159
"2017","2s","6s","Saline","SAM249",407.5,395,10.64,8.03,9.34,31.8767954
"2017","2c","7c","Control","SAM042",322.5,220,1.95,3.26,2.6,39.21991879
"2017","2s","7s","Saline","SAM234",412.5,325,6.23,5.56,5.89,28.49728232
"2017","2c","7c","Control","SAM259",327.5,255,2.05,2.4,2.22,31.8624
"2017","2s","7s","Saline","SAM239",417.5,360,8.5,7.01,7.76,32.54828727
"2017","2c","7c","Control","SAM031",332.5,255,2.08,2.47,2.28,38.50684053
"2017","2c","7c","Control","SAM127",337.5,255,2.1,2.53,2.32,28.76040999
"2017","2s","7s","Saline","SAM219",427.5,360,8.53,6.84,7.68,25.10223642
"2017","2c","7c","Control","SAM061",342.5,255,2.1,2.54,2.32,37.17600513
"2017","2s","7s","Saline","SAM212",432.5,360,8.47,6.72,7.6,28.46636199
"2017","2c","7c","Control","SAM190",347.5,255,2.08,2.5,2.29,36.26148259
"2017","2c","7c","Control","SAM108",352.5,255,2.03,2.43,2.23,36.88777148
"2017","2s","7s","Saline","SAM263",442.5,360,8.19,6.41,7.3,35.64860252
"2017","2c","7c","Control","SAM188",357.5,255,1.96,2.34,2.15,23.2416
"2017","2c","7c","Control","SAM117",327.5,220,1.99,3.26,2.62,37.87256675
"2017","2s","7s","Saline","SAM021",417.5,325,6.29,5.57,5.93,39.56582035
"2017","2c","7c","Control","SAM240",332.5,220,2.01,3.2,2.6,32.77451085
"2017","2s","7s","Saline","SAM103",422.5,325,6.35,5.57,5.96,33.66119053
"2017","2c","7c","Control","SAM124",337.5,220,2.02,3.1,2.56,38.53841215
"2017","2s","7s","Saline","SAM218",427.5,325,6.4,5.53,5.96,36.27854856
"2017","2c","7c","Control","SAM170",342.5,220,2.01,2.97,2.49,25.93383138
"2017","2s","7s","Saline","SAM044",432.5,325,6.41,5.45,5.93,31.69799231
"2017","2c","7c","Control","SAM095",347.5,220,1.98,2.8,2.39,30.06088443
"2017","2s","7s","Saline","SAM180",437.5,325,6.39,5.32,5.86,40.17204531
"2017","2c","7c","Control","SAM010",352.5,220,1.91,2.61,2.26,39.15640724
"2017","2c","7c","Control","SAM159",357.5,220,1.8,2.42,2.11,34.61095101
"2017","2c","7c","Control","SAM014",362.5,220,1.7,2.24,1.97,38.21390374
"2017","2s","7s","Saline","SAM159",452.5,325,6.13,4.73,5.43,27.74183216
"2017","2c","8c","Control","SAM163",372.5,115,3.74,3.92,3.83,41.10349995
"2017","2c","8c","Control","SAM244",377.5,115,3.53,3.73,3.63,40.78471256
"2017","2c","8c","Control","SAM105",382.5,115,3.32,3.56,3.44,41.35213073
"2017","2c","8c","Control","SAM138",387.5,115,3.15,3.4,3.28,37.74566474
"2017","2c","8c","Control","SAM192",392.5,115,3,3.25,3.12,37.57850887
"2017","2c","8c","Control","SAM070",397.5,115,2.87,3.13,3,23.70750481
"2017","2c","8c","Control","SAM093",402.5,115,2.74,3.02,2.88,29.72115385
"2017","2c","8c","Control","SAM169",372.5,80,3.41,3.17,3.29,40.36112302
"2017","2c","8c","Control","SAM258",377.5,80,3.17,2.98,3.08,36.02122869
"2017","2s","8s","Saline","SAM280",422.5,395,10.26,7.71,8.98,34.34462916
"2017","2c","8c","Control","SAM119",387.5,80,2.76,2.68,2.72,36.76612127
"2017","2c","8c","Control","SAM073",392.5,80,2.59,2.58,2.58,39.2070626
"2017","2s","8s","Saline","SAM062",442.5,395,9.72,7,8.36,37.89322251
"2017","2c","8c","Control","SAM176",407.5,80,2.19,2.43,2.31,39.96786632
"2017","2c","9c","Control","SAM214",367.5,150,3.67,4.17,3.92,38.8478819
"2017","2c","9c","Control","SAM243",367.5,185,2.72,3.2,2.96,37.49119248
"2017","2c","9c","Control","SAM270",372.5,185,2.87,3.19,3.03,26.19037456
"2017","2s","9s","Saline","SAM157",462.5,360,7.15,5.57,6.36,31.27598337
"2017","2c","9c","Control","SAM210",377.5,185,2.98,3.21,3.09,42.22958529
"2017","2c","9c","Control","SAM053",382.5,185,3.07,3.23,3.15,42.66744881
"2017","2c","9c","Control","SAM056",387.5,185,3.14,3.27,3.2,33.86424372
"2017","2s","9s","Saline","SAM059",477.5,360,6.48,4.98,5.73,36.85604852
"2017","2c","9c","Control","SAM025",392.5,185,3.17,3.3,3.23,41.93782716
"2017","2c","9c","Control","SAM255",397.5,185,3.18,3.33,3.26,28.82070949
"2017","2s","9s","Saline","SAM206",487.5,360,6.29,4.79,5.54,38.82296344
"2017","2c","9c","Control","SAM144",402.5,185,3.18,3.37,3.28,33.20696284
"2017","2s","9s","Saline","SAM025",492.5,360,6.29,4.74,5.52,39.53918529
"2017","2c","9c","Control","SAM054",372.5,150,3.7,4.14,3.92,46.11402851
"2017","2s","9s","Saline","SAM177",462.5,325,5.75,4.35,5.05,25.69783559
"2017","2c","9c","Control","SAM186",377.5,150,3.72,4.13,3.92,42.62245989
"2017","2s","9s","Saline","SAM058",467.5,325,5.51,4.18,4.84,35.25288092
"2017","2c","9c","Control","SAM206",382.5,150,3.71,4.12,3.92,44.07161945
"2017","2s","9s","Saline","SAM154",472.5,325,5.26,4.05,4.65,43.34831461
"2017","2c","9c","Control","SAM289",387.5,150,3.68,4.09,3.88,32.80256822
"2017","2s","9s","Saline","SAM289",477.5,325,5.07,3.96,4.52,30.42848007
"2017","2c","9c","Control","SAM125",392.5,150,3.61,4.05,3.83,36.38502674
"2017","2s","9s","Saline","SAM287",482.5,325,4.94,3.93,4.44,41.36153764
"2017","2c","9c","Control","SAM242",397.5,150,3.52,4.01,3.76,36.68332624
"2017","2s","9s","Saline","SAM079",487.5,325,4.88,3.97,4.42,30.78795644
"2017","2c","9c","Control","SAM267",402.5,150,3.43,3.96,3.7,32.61176471
"2017","2s","9s","Saline","SAM162",492.5,325,4.87,4.02,4.44,41.69301431
"2017","2c","9c","Control","SAM226",407.5,150,3.33,3.92,3.62,34.23525634
"2017","2s","9s","Saline","SAM102",497.5,325,4.89,4.09,4.49,33.09360975
"2017","3c","1c","Control","SAM013",7.5,80,0.84,0.79,0.81,37.11400021
"2017","3s","1s","Saline","SAM037",7.5,255,5.34,7.62,6.48,32.19731903
"2017","3c","1c","Control","SAM087",7.5,115,1.13,1.92,1.52,35.15368962
"2017","3s","1s","Saline","SAM155",7.5,290,6.96,8.46,7.71,34.40753753
"2017","3c","1c","Control","SAM163",12.5,115,1.09,1.84,1.47,36.71243162
"2017","3s","1s","Saline","SAM252",12.5,290,6.94,8.38,7.66,39.63092587
"2017","3c","1c","Control","SAM024",17.5,115,1.05,1.76,1.41,31.81915577
"2017","3c","1c","Control","SAM131",22.5,115,1.02,1.69,1.35,38.84149609
"2017","3s","1s","Saline","SAM232",22.5,290,6.95,8.17,7.56,35.98456426
"2017","3c","1c","Control","SAM143",27.5,115,0.99,1.64,1.31,40.41702401
"2017","3s","1s","Saline","SAM138",27.5,290,6.97,8.05,7.51,24.13719414
"2017","3s","1s","Saline","SAM122",32.5,290,7.03,7.9,7.46,40.04701859
"2017","3c","1c","Control","SAM257",42.5,115,0.95,1.59,1.27,30.82601243
"2017","3s","1s","Saline","SAM190",42.5,290,7.19,7.57,7.38,34.81639624
"2017","3c","1c","Control","SAM023",12.5,80,0.81,0.7,0.76,39.50064433
"2017","3s","1s","Saline","SAM071",12.5,255,5.32,7.56,6.44,39.02003015
"2017","3c","1c","Control","SAM240",17.5,80,0.79,0.62,0.71,27.83206271
"2017","3s","1s","Saline","SAM103",17.5,255,5.32,7.49,6.4,39.67244701
"2017","3c","1c","Control","SAM206",22.5,80,0.77,0.55,0.66,38.92723582
"2017","3s","1s","Saline","SAM154",22.5,255,5.33,7.4,6.36,31.53291636
"2017","3c","1c","Control","SAM086",27.5,80,0.76,0.5,0.63,24.73791622
"2017","3s","1s","Saline","SAM214",27.5,255,5.36,7.3,6.33,34.63469585
"2017","3c","1c","Control","SAM197",32.5,80,0.75,0.47,0.61,35.35955417
"2017","3s","1s","Saline","SAM178",32.5,255,5.41,7.18,6.3,39.39611713
"2017","3c","1c","Control","SAM047",37.5,80,0.74,0.46,0.6,36.18756043
"2017","3s","1s","Saline","SAM142",37.5,255,5.49,7.04,6.27,35.24206476
"2017","3s","1s","Saline","SAM227",42.5,255,5.57,6.89,6.23,23.70552936
"2017","3c","1c","Control","SAM241",47.5,80,0.73,0.47,0.6,37.6806651
"2017","3s","1s","Saline","SAM161",47.5,255,5.67,6.74,6.2,35.78975568
"2017","3c","10c","Control","SAM279",232.5,10,1.04,1.55,1.29,36.66595174
"2017","3s","10s","Saline","SAM091",232.5,185,5.53,7.15,6.34,27.79397577
"2017","3c","10c","Control","SAM269",232.5,45,1.22,2.48,1.85,32.60548297
"2017","3s","10s","Saline","SAM011",232.5,220,8.7,8.61,8.65,34.60870497
"2017","3c","10c","Control","SAM203",237.5,45,1.27,2.62,1.95,29.84271346
"2017","3s","10s","Saline","SAM070",237.5,220,8.6,8.52,8.56,20.45454545
"2017","3c","10c","Control","SAM210",242.5,45,1.31,2.73,2.02,39.7470254
"2017","3c","10c","Control","SAM173",247.5,45,1.33,2.8,2.06,40.94507616
"2017","3s","10s","Saline","SAM186",247.5,220,8.44,8.41,8.43,41.2403599
"2017","3c","10c","Control","SAM138",252.5,45,1.33,2.81,2.07,37.15189195
"2017","3s","10s","Saline","SAM041",252.5,220,8.41,8.4,8.41,38.72149052
"2017","3c","10c","Control","SAM020",257.5,45,1.29,2.76,2.02,36.33186837
"2017","3s","10s","Saline","SAM121",257.5,220,8.42,8.43,8.43,36.52844744
"2017","3c","10c","Control","SAM032",262.5,45,1.22,2.65,1.94,30.78947368
"2017","3s","10s","Saline","SAM173",262.5,220,8.47,8.48,8.48,33.16550616
"2017","3c","10c","Control","SAM185",267.5,45,1.14,2.5,1.82,44.12597918
"2017","3c","10c","Control","SAM069",237.5,10,1.11,1.74,1.43,31.61437839
"2017","3c","10c","Control","SAM115",242.5,10,1.18,1.9,1.54,41.48294665
"2017","3s","10s","Saline","SAM068",242.5,185,5.28,6.87,6.08,26.34169781
"2017","3c","10c","Control","SAM160",247.5,10,1.23,2.01,1.62,29.42881592
"2017","3s","10s","Saline","SAM244",247.5,185,5.18,6.77,5.97,39.20180238
"2017","3c","10c","Control","SAM234",252.5,10,1.25,2.07,1.66,25.21771691
"2017","3s","10s","Saline","SAM036",252.5,185,5.12,6.71,5.92,31.52220554
"2017","3c","10c","Control","SAM179",257.5,10,1.23,2.07,1.65,40.80038573
"2017","3s","10s","Saline","SAM242",257.5,185,5.09,6.7,5.89,38.33209233
"2017","3c","10c","Control","SAM010",262.5,10,1.19,2,1.59,38.69276139
"2017","3c","10c","Control","SAM162",267.5,10,1.13,1.9,1.51,40.04282197
"2017","3s","10s","Saline","SAM164",267.5,185,5.12,6.78,5.95,41.07142857
"2017","3s","10s","Saline","SAM200",272.5,185,5.16,6.85,6,31.72336329
"2017","3c","11c","Control","SAM202",232.5,80,1.2,2.95,2.08,28.61533519
"2017","3c","11c","Control","SAM198",232.5,115,1.68,3.92,2.8,39.99251016
"2017","3c","11c","Control","SAM116",237.5,115,1.55,3.86,2.7,26.06896552
"2017","3s","11s","Saline","SAM093",237.5,290,13.29,10.35,11.82,28.1930031
"2017","3c","11c","Control","SAM044",242.5,115,1.42,3.78,2.6,31.94700708
"2017","3s","11s","Saline","SAM006",242.5,290,13.55,10.53,12.04,26.08292475
"2017","3c","11c","Control","SAM015",247.5,115,1.31,3.69,2.5,40.76181292
"2017","3s","11s","Saline","SAM145",247.5,290,13.75,10.68,12.21,33.40602951
"2017","3c","11c","Control","SAM056",252.5,115,1.22,3.59,2.4,34.32252523
"2017","3c","11c","Control","SAM122",257.5,115,1.16,3.47,2.32,43.88996139
"2017","3c","11c","Control","SAM135",262.5,115,1.11,3.34,2.22,43.10144928
"2017","3c","11c","Control","SAM093",267.5,115,1.07,3.2,2.14,23.88502302
"2017","3c","11c","Control","SAM262",237.5,80,1.11,2.92,2.02,30.94983421
"2017","3s","11s","Saline","SAM152",237.5,255,11.78,9.77,10.77,36.46958195
"2017","3c","11c","Control","SAM124",247.5,80,0.94,2.82,1.88,34.31003105
"2017","3c","11c","Control","SAM168",252.5,80,0.88,2.74,1.81,35.68184253
"2017","3s","11s","Saline","SAM050",252.5,255,12.18,10.15,11.16,39.32765051
"2017","3c","11c","Control","SAM207",257.5,80,0.83,2.63,1.73,39.78491172
"2017","3s","11s","Saline","SAM194",257.5,255,12.16,10.19,11.18,34.34894163
"2017","3c","11c","Control","SAM237",262.5,80,0.79,2.51,1.65,33.45918696
"2017","3s","11s","Saline","SAM045",262.5,255,12.08,10.18,11.13,37.96573876
"2017","3c","11c","Control","SAM004",267.5,80,0.75,2.36,1.55,40.01913876
"2017","3s","11s","Saline","SAM098",267.5,255,11.93,10.13,11.03,23.80006408
"2017","3c","11c","Control","SAM019",272.5,80,0.73,2.2,1.47,40.44303797
"2017","3s","12s","Saline","SAM083",277.5,185,5.22,6.93,6.07,27.64787678
"2017","3s","12s","Saline","SAM087",277.5,220,8.74,8.75,8.75,31.02715466
"2017","3c","12c","Control","SAM096",282.5,45,0.9,1.94,1.42,46.71962216
"2017","3c","12c","Control","SAM164",287.5,45,0.83,1.76,1.29,39.88745981
"2017","3s","12s","Saline","SAM043",287.5,220,8.89,8.93,8.91,27.21735414
"2017","3c","12c","Control","SAM155",297.5,45,0.73,1.43,1.08,34.54468085
"2017","3c","12c","Control","SAM260",302.5,45,0.7,1.29,1,26.18532405
"2017","3s","12s","Saline","SAM127",302.5,220,8.78,9.06,8.92,22.79408614
"2017","3c","12c","Control","SAM266",307.5,45,0.68,1.17,0.92,41.76092545
"2017","3s","12s","Saline","SAM189",307.5,220,8.62,9.04,8.83,36.94513046
"2017","3c","12c","Control","SAM188",312.5,45,0.67,1.07,0.87,21.7939381
"2017","3c","12c","Control","SAM126",282.5,10,0.91,1.46,1.19,33.160938
